"","LSPEC","CSTRAT","ISTRAT","YEAR","INT"
"2239","L2473",627.3,159.95,5321.123,5500
"2240","L2474",628.4,158.85,5285.502,5500
"2241","L2475",628.2,159.05,5291.979,5500
"2242","L2476",628.7,158.55,5275.787,5500
"2243","L2477",629,158.25,5266.073,5500
"2244","L2478",628.7,158.55,5275.787,5500
"2245","L2479",629,158.25,5266.073,5500
"2246","L2480",626.5,160.75,5347.03,5500
"2247","L2482",629.3,157.95,5256.358,5500
"2248","L2483",630.4,156.85,5220.736,5250
"2249","L2484",630.1,157.15,5230.451,5250
"2250","L2485",630.6,156.65,5214.26,5250
"2251","L2486",631.5,155.75,5185.115,5250
"2252","L2487",629,158.25,5266.073,5500
"2253","L2488",631.5,155.75,5185.115,5250
"2254","L2489",644.95,142.3,4749.565,4750
"2255","L2490",645.35,141.9,4736.612,4750
"2256","L2491",638.4,148.85,4961.673,5000
"2257","L2492",635.5,151.75,5055.584,5250
"2258","L2493",660.3,126.95,4252.488,4500
"2259","L2494",660.3,126.95,4252.488,4500
"2260","L2495",635.7,151.55,5049.107,5250
"2261","L2496",660.3,126.95,4252.488,4500
"2262","L2497",660.3,126.95,4252.488,4500
"2263","L2498",628.6,158.65,5279.026,5500
"2264","L2499",660.3,126.95,4252.488,4500
"2265","L2500",635.5,151.75,5055.584,5250
"2266","L2501",656,131.25,4391.734,4500
"2267","L2502",629.3,157.95,5256.358,5500
"2268","L2503",635.3,151.95,5062.06,5250
"2269","L2504",198.55,588.7,19205.293,19250
"2270","L2505",120.45,666.8,21734.397,21750
"2271","L2506",197.35,589.9,19244.152,19250
"2272","L2507",115.05,672.2,21909.265,22000
"2273","L2508",119.65,667.6,21760.304,22000
"2274","L2509",643.35,143.9,4801.378,5000
"2275","L2510",108.55,678.7,22119.754,22250
"2276","L2511",108.45,678.8,22122.992,22250
"2277","L2512",635.8,151.45,5045.869,5250
"2278","L2513",631.4,155.85,5188.354,5250
"2279","L2514",650.05,137.2,4584.412,4750
"2280","L2515",645.85,141.4,4720.421,4750
"2281","L2516",629.7,157.55,5243.404,5250
"2282","L2517",635.7,151.55,5049.107,5250
"2283","L2518",153.05,634.2,20678.715,20750
"2284","L2519",117.75,669.5,21821.831,22000
"2285","L2520",655.1,132.15,4420.879,4500
"2286","L2521",607.35,179.9,5967.162,6000
"2287","L2522",631.2,156.05,5194.83,5250
"2288","L2523",630.9,156.35,5204.545,5250
"2289","L2524",99.15,688.1,22424.153,22500
"2290","L2525",159.55,627.7,20468.226,20500
"2291","L2526",655.1,132.15,4420.879,4500
"2292","L2527",636.3,150.95,5029.677,5250
"2293","L2528",648.85,138.4,4623.272,4750
"2294","L2529",648.65,138.6,4629.748,4750
"2295","L2530",116.55,670.7,21860.691,22000
"2296","L2531",655.1,132.15,4420.879,4500
"2297","L2532",100.55,686.7,22378.817,22500
"2298","L2533",631.9,155.35,5172.162,5250
"2299","L2534",158.95,628.3,20487.656,20500
"2300","L2536",636.5,150.75,5023.201,5250
"2301","L2537",648.15,139.1,4645.94,4750
"2302","L2538",157.65,629.6,20529.753,20750
"2303","L2539",103.45,683.8,22284.907,22500
"2304","L2540",658.8,128.45,4301.062,4500
"2305","L2541",116.55,670.7,21860.691,22000
"2306","L2542",115.15,672.1,21906.027,22000
"2307","L2543",636.6,150.65,5019.962,5250
"2308","L2544",630.9,156.35,5204.545,5250
"2309","L2545",636.9,150.35,5010.248,5250
"2310","L2546",107.65,679.6,22148.898,22250
"2311","L2547",661,126.25,4229.82,4250
"2312","L2548",118.75,668.5,21789.448,22000
"2313","L2549",132.25,655,21352.279,21500
"2314","L2550",117.25,670,21838.023,22000
"2315","L2551",636.3,150.95,5029.677,5250
"2316","L2552",108.35,678.9,22126.23,22250
"2317","L2553",652.55,134.7,4503.455,4750
"2318","L2554",664.3,122.95,4122.956,4250
"2319","L2555",110.35,676.9,22061.465,22250
"2320","L2556",115.05,672.2,21909.265,22000
"2321","L2557",664.7,122.55,4110.003,4250
"2322","L2558",115.05,672.2,21909.265,22000
"2323","L2559",115.05,672.2,21909.265,22000
"2324","L2560",115.05,672.2,21909.265,22000
"2325","L2561",663.5,123.75,4148.862,4250
"2326","L2562",115.05,672.2,21909.265,22000
"2327","L2563",117.35,669.9,21834.784,22000
"2328","L2564",114.65,672.6,21922.218,22000
"2329","L2565",119.75,667.5,21757.065,22000
"2330","L2566",116.95,670.3,21847.737,22000
"2331","L2567",638,149.25,4974.626,5000
"2332","L2568",666.1,121.15,4064.667,4250
"2333","L2569",123.15,664.1,21646.963,21750
"2334","L2570",651.65,135.6,4532.6,4750
"2335","L2571",638.1,149.15,4971.388,5000
"2336","L2572",124.35,662.9,21608.104,21750
"2337","L2573",632.3,154.95,5159.209,5250
"2338","L2574",128.05,659.2,21488.287,21500
"2339","L2575",236.15,551.1,17987.696,18000
"2340","L2576",121.95,665.3,21685.823,21750
"2341","L2577",666.6,120.65,4048.475,4250
"2342","L2578",128.05,659.2,21488.287,21500
"2343","L2579",636.4,150.85,5026.439,5250
"2344","L2580",667.7,119.55,4012.854,4250
"2345","L2582",233.65,553.6,18068.653,18250
"2346","L2583",129.05,658.2,21455.904,21500
"2347","L2584",638.1,149.15,4971.388,5000
"2348","L2585",126.45,660.8,21540.1,21750
"2349","L2587",234.45,552.8,18042.746,18250
"2350","L2588",194.55,592.7,19334.824,19500
"2351","L2589",667.7,119.55,4012.854,4250
"2352","L2590",668.5,118.75,3986.948,4000
"2353","L2591",124.15,663.1,21614.581,21750
"2354","L2592",632.3,154.95,5159.209,5250
"2355","L2593",142.25,645,21028.45,21250
"2356","L2594",669,118.25,3970.756,4000
"2357","L2595",130.85,656.4,21397.615,21500
"2358","L2596",652.05,135.2,4519.647,4750
"2359","L2597",228.15,559.1,18246.759,18250
"2360","L2598",638.5,148.75,4958.435,5000
"2361","L2599",145.15,642.1,20934.54,21000
"2362","L2600",631.8,155.45,5175.4,5250
"2363","L2601",668,119.25,4003.139,4250
"2364","L2602",631.7,155.55,5178.639,5250
"2365","L2603",636.2,151.05,5032.916,5250
"2366","L2604",669.7,117.55,3948.088,4000
"2367","L2605",672,115.25,3873.608,4000
"2368","L2606",126.95,660.3,21523.908,21750
"2369","L2607",126.55,660.7,21536.862,21750
"2370","L2608",126.65,660.6,21533.623,21750
"2371","L2609",117.65,669.6,21825.069,22000
"2372","L2610",124.35,662.9,21608.104,21750
"2373","L2611",637.5,149.75,4990.818,5000
"2374","L2612",231.95,555.3,18123.704,18250
"2375","L2613",122.65,664.6,21663.155,21750
"2376","L2614",638.5,148.75,4958.435,5000
"2377","L2615",672,115.25,3873.608,4000
"2378","L2616",674.05,113.2,3807.223,4000
"2379","L2617",124.05,663.2,21617.819,21750
"2380","L2618",124.45,662.8,21604.866,21750
"2381","L2619",672,115.25,3873.608,4000
"2382","L2620",125.75,661.5,21562.768,21750
"2383","L2621",130.65,656.6,21404.092,21500
"2384","L2622",125.25,662,21578.959,21750
"2385","L2623",201.8,585.45,19100.048,19250
"2386","L2624",674.55,112.7,3791.031,4000
"2387","L2625",635,152.25,5071.775,5250
"2388","L2626",635,152.25,5071.775,5250
"2389","L2627",638.5,148.75,4958.435,5000
"2390","L2628",123.95,663.3,21621.057,21750
"2391","L2629",126.55,660.7,21536.862,21750
"2392","L2630",674.75,112.5,3784.555,4000
"2393","L2631",126.05,661.2,21553.053,21750
"2394","L2632",126.25,661,21546.576,21750
"2395","L2634",670.5,116.75,3922.182,4000
"2396","L2635",124.95,662.3,21588.674,21750
"2397","L2636",659.9,127.35,4265.441,4500
"2398","L2637",126.65,660.6,21533.623,21750
"2399","L2638",636.9,150.35,5010.248,5250
"2400","L2639",205.55,581.7,18978.612,19000
"2401","L2640",115.55,671.7,21893.073,22000
"2402","L2641",675.15,112.1,3771.602,4000
"2403","L2642",127.55,659.7,21504.479,21750
"2404","L2643",653.35,133.9,4477.549,4500
"2405","L2644",129.05,658.2,21455.904,21500
"2406","L2645",128.55,658.7,21472.096,21500
"2407","L2646",128.55,658.7,21472.096,21500
"2408","L2647",128.25,659,21481.811,21500
"2409","L2648",129.35,657.9,21446.189,21500
"2410","L2649",638.1,149.15,4971.388,5000
"2411","L2650",114.55,672.7,21925.456,22000
"2412","L2651",126.75,660.5,21530.385,21750
"2413","L2652",126.75,660.5,21530.385,21750
"2414","L2653",673.65,113.6,3820.176,4000
"2415","L2654",126.05,661.2,21553.053,21750
"2416","L2655",126.25,661,21546.576,21750
"2417","L2656",159.65,627.6,20464.988,20500
"2418","L2657",227.95,559.3,18253.235,18500
"2419","L2658",127.15,660.1,21517.432,21750
"2420","L2659",675.15,112.1,3771.602,4000
"2421","L2660",675.15,112.1,3771.602,4000
"2422","L2661",226.65,560.6,18295.333,18500
"2423","L2662",168.65,618.6,20173.541,20250
"2424","L2663",127.05,660.2,21520.67,21750
"2425","L2664",635.6,151.65,5052.345,5250
"2426","L2665",676.25,111,3735.98,3750
"2427","L2666",638.4,148.85,4961.673,5000
"2428","L2667",128.35,658.9,21478.572,21500
"2429","L2668",207.55,579.7,18913.847,19000
"2430","L2669",227.65,559.6,18262.95,18500
"2431","L2670",128.85,658.4,21462.381,21500
"2432","L2671",635.7,151.55,5049.107,5250
"2433","L2672",128.95,658.3,21459.143,21500
"2434","L2673",640.95,146.3,4879.097,5000
"2435","L2674",635.6,151.65,5052.345,5250
"2436","L2675",131.55,655.7,21374.947,21500
"2437","L2676",635.2,152.05,5065.299,5250
"2438","L2677",132.65,654.6,21339.326,21500
"2439","L2679",232.75,554.5,18097.797,18250
"2440","L2680",634.1,153.15,5100.92,5250
"2441","L2681",636.9,150.35,5010.248,5250
"2442","L2682",636.7,150.55,5016.724,5250
"2443","L2683",636.3,150.95,5029.677,5250
"2444","L2684",134.45,652.8,21281.037,21500
"2445","L2685",635.3,151.95,5062.06,5250
"2446","L2686",216.55,570.7,18622.4,18750
"2447","L2687",675.45,111.8,3761.887,4000
"2448","L2688",133.95,653.3,21297.228,21500
"2449","L2689",635.8,151.45,5045.869,5250
"2450","L2690",134.45,652.8,21281.037,21500
"2451","L2691",634.3,152.95,5094.443,5250
"2452","L2692",215.75,571.5,18648.307,18750
"2453","L2693",675.85,111.4,3748.934,3750
"2454","L2694",133.45,653.8,21313.42,21500
"2455","L2695",133.05,654.2,21326.373,21500
"2456","L2696",677.35,109.9,3700.359,3750
"2457","L2697",134.25,653,21287.513,21500
"2458","L2698",638.55,148.7,4956.816,5000
"2459","L2699",215.95,571.3,18641.83,18750
"2460","L2700",223.75,563.5,18389.244,18500
"2461","L2701",638.75,148.5,4950.339,5000
"2462","L2702",134.05,653.2,21293.99,21500
"2463","L2703",676.15,111.1,3739.219,3750
"2464","L2704",638.2,149.05,4968.15,5000
"2465","L2705",137.95,649.3,21167.696,21250
"2466","L2706",675.65,111.6,3755.41,4000
"2467","L2707",638.75,148.5,4950.339,5000
"2468","L2708",138.45,648.8,21151.505,21250
"2469","L2709",220.55,566.7,18492.869,18500
"2470","L2710",676.95,110.3,3713.312,3750
"2471","L2711",639.45,147.8,4927.671,5000
"2472","L2712",135.15,652.1,21258.369,21500
"2473","L2713",634.9,152.35,5075.013,5250
"2474","L2714",232.65,554.6,18101.036,18250
"2475","L2715",230.75,556.5,18162.563,18250
"2476","L2716",135.75,651.5,21238.939,21250
"2477","L2717",135.05,652.2,21261.607,21500
"2478","L2718",227.85,559.4,18256.474,18500
"2479","L2719",135.05,652.2,21261.607,21500
"2480","L2720",135.05,652.2,21261.607,21500
"2481","L2721",157.45,629.8,20536.23,20750
"2482","L2722",230.95,556.3,18156.087,18250
"2483","L2723",627.5,159.75,5314.647,5500
"2484","L2724",627.1,160.15,5327.6,5500
"2485","L2725",255.35,531.9,17365.944,17500
"2486","L2726",137.45,649.8,21183.888,21250
"2487","L2727",678.75,108.5,3655.023,3750
"2488","L2728",632.1,155.15,5165.686,5250
"2489","L2729",628.3,158.95,5288.741,5500
"2490","L2730",252.85,534.4,17446.901,17500
"2491","L2731",136.25,651,21222.747,21250
"2492","L2733",254.85,532.4,17382.135,17500
"2493","L2734",256.8,530.45,17318.989,17500
"2494","L2735",636.7,150.55,5016.724,5250
"2495","L2736",629.7,157.55,5243.404,5250
"2496","L2737",629.7,157.55,5243.404,5250
"2497","L2738",678.65,108.6,3658.261,3750
"2498","L2739",636.3,150.95,5029.677,5250
"2499","L2740",630.1,157.15,5230.451,5250
"2500","L2741",630.8,156.45,5207.783,5250
"2501","L2742",253.65,533.6,17420.995,17500
"2502","L2743",252.05,535.2,17472.807,17500
"2503","L2744",255.55,531.7,17359.467,17500
"2504","L2745",678.15,109.1,3674.453,3750
"2505","L2746",628.6,158.65,5279.026,5500
"2506","L2747",629.6,157.65,5246.643,5250
"2507","L2748",629.3,157.95,5256.358,5500
"2508","L2749",628,159.25,5298.455,5500
"2509","L2750",631.6,155.65,5181.877,5250
"2510","L2751",628.2,159.05,5291.979,5500
"2511","L2752",137.95,649.3,21167.696,21250
"2512","L2753",628.2,159.05,5291.979,5500
"2513","L2754",235.15,552.1,18020.078,18250
"2514","L2755",628.2,159.05,5291.979,5500
"2515","L2756",628.3,158.95,5288.741,5500
"2516","L2757",138.05,649.2,21164.458,21250
"2517","L2758",628.2,159.05,5291.979,5500
"2518","L2759",679.45,107.8,3632.355,3750
"2519","L2760",223.35,563.9,18402.197,18500
"2520","L2761",138.25,649,21157.982,21250
"2521","L2762",138.45,648.8,21151.505,21250
"2522","L2763",630.7,156.55,5211.022,5250
"2523","L2764",676.95,110.3,3713.312,3750
"2524","L2765",139.35,647.9,21122.36,21250
"2525","L2766",139.15,648.1,21128.837,21250
"2526","L2767",140.55,646.7,21083.501,21250
"2527","L2768",631.4,155.85,5188.354,5250
"2528","L2769",139.25,648,21125.599,21250
"2529","L2770",226.45,560.8,18301.81,18500
"2530","L2771",640.15,147.1,4905.003,5000
"2531","L2772",137.95,649.3,21167.696,21250
"2532","L2773",679.85,107.4,3619.402,3750
"2533","L2774",631.1,156.15,5198.068,5250
"2534","L2775",228.25,559,18243.52,18250
"2535","L2776",139.85,647.4,21106.169,21250
"2536","L2777",631.1,156.15,5198.068,5250
"2537","L2778",141.45,645.8,21054.356,21250
"2538","L2779",226.85,560.4,18288.857,18500
"2539","L2780",141.45,645.8,21054.356,21250
"2540","L2781",630.4,156.85,5220.736,5250
"2541","L2782",140.35,646.9,21089.978,21250
"2542","L2783",140.35,646.9,21089.978,21250
"2543","L2785",120.25,667,21740.874,21750
"2544","L2786",634.8,152.45,5078.252,5250
"2545","L2787",230.85,556.4,18159.325,18250
"2546","L2788",635,152.25,5071.775,5250
"2547","L2789",120.25,667,21740.874,21750
"2548","L2790",119.25,668,21773.257,22000
"2549","L2791",229.25,558,18211.138,18250
"2550","L2792",139.75,647.5,21109.407,21250
"2551","L2793",639.35,147.9,4930.909,5000
"2552","L2794",228.05,559.2,18249.997,18250
"2553","L2795",633.6,153.65,5117.111,5250
"2554","L2796",674.95,112.3,3778.078,4000
"2555","L2797",675.65,111.6,3755.41,4000
"2556","L2798",228.95,558.3,18220.852,18250
"2557","L2799",634.8,152.45,5078.252,5250
"2558","L2800",139.45,647.8,21119.122,21250
"2559","L2801",228.05,559.2,18249.997,18250
"2560","L2802",636.9,150.35,5010.248,5250
"2561","L2803",707.8,79.45,2714.3,2750
"2562","L2804",633.7,153.55,5113.873,5250
"2563","L2805",228.95,558.3,18220.852,18250
"2564","L2806",143.05,644.2,21002.544,21250
"2565","L2807",677.55,109.7,3693.883,3750
"2566","L2808",638.5,148.75,4958.435,5000
"2567","L2809",638.75,148.5,4950.339,5000
"2568","L2810",143.25,644,20996.067,21000
"2569","L2811",640.35,146.9,4898.527,5000
"2570","L2812",707.9,79.35,2711.062,2750
"2571","L2813",633.7,153.55,5113.873,5250
"2572","L2814",233.45,553.8,18075.129,18250
"2573","L2815",640.75,146.5,4885.573,5000
"2574","L2816",678.55,108.7,3661.5,3750
"2575","L2817",678.15,109.1,3674.453,3750
"2576","L2818",232.55,554.7,18104.274,18250
"2577","L2819",233.75,553.5,18065.414,18250
"2578","L2820",233.55,553.7,18071.891,18250
"2579","L2821",119.75,667.5,21757.065,22000
"2580","L2822",638.6,148.65,4955.197,5000
"2581","L2823",236.85,550.4,17965.027,18000
"2582","L2824",677.45,109.8,3697.121,3750
"2583","L2825",638.5,148.75,4958.435,5000
"2584","L2826",147.55,639.7,20856.821,21000
"2585","L2827",153.15,634.1,20675.476,20750
"2586","L2828",676.55,110.7,3726.266,3750
"2587","L2829",638.6,148.65,4955.197,5000
"2588","L2830",237.45,549.8,17945.598,18000
"2589","L2831",675.05,112.2,3774.84,4000
"2590","L2832",235.25,552,18016.84,18250
"2591","L2833",707.4,79.85,2727.253,2750
"2592","L2834",639.25,148,4934.148,5000
"2593","L2835",235.55,551.7,18007.125,18250
"2594","L2836",710.5,76.75,2626.866,2750
"2595","L2837",145.25,642,20931.301,21000
"2596","L2838",146.05,641.2,20905.395,21000
"2597","L2839",190.45,596.8,19467.594,19500
"2598","L2840",236.55,550.7,17974.742,18000
"2599","L2841",678.95,108.3,3648.547,3750
"2600","L2842",146.05,641.2,20905.395,21000
"2601","L2843",145.25,642,20931.301,21000
"2602","L2844",191.45,595.8,19435.211,19500
"2603","L2845",144.35,642.9,20960.446,21000
"2604","L2846",143.25,644,20996.067,21000
"2605","L2847",636.5,150.75,5023.201,5250
"2606","L2848",680.25,107,3606.449,3750
"2607","L2849",191.75,595.5,19425.496,19500
"2608","L2850",635.9,151.35,5042.63,5250
"2609","L2851",233.85,553.4,18062.176,18250
"2610","L2852",151.05,636.2,20743.48,20750
"2611","L2853",151.65,635.6,20724.051,20750
"2612","L2854",636.1,151.15,5036.154,5250
"2613","L2855",233.15,554.1,18084.844,18250
"2614","L2856",639.35,147.9,4930.909,5000
"2615","L2857",153.45,633.8,20665.762,20750
"2616","L2858",153.45,633.8,20665.762,20750
"2617","L2859",152.95,634.3,20681.953,20750
"2618","L2860",636.5,150.75,5023.201,5250
"2619","L2861",712.3,74.95,2568.577,2750
"2620","L2862",145.15,642.1,20934.54,21000
"2621","L2863",678.85,108.4,3651.785,3750
"2622","L2864",234.25,553,18049.223,18250
"2623","L2865",678.85,108.4,3651.785,3750
"2624","L2866",146.85,640.4,20879.489,21000
"2625","L2867",146.85,640.4,20879.489,21000
"2626","L2868",711.8,75.45,2584.768,2750
"2627","L2869",192.55,594.7,19399.59,19500
"2628","L2870",143.75,643.5,20979.876,21000
"2629","L2871",636,151.25,5039.392,5250
"2630","L2872",142.75,644.5,21012.259,21250
"2631","L2873",637.2,150.05,5000.533,5250
"2632","L2874",144.65,642.6,20950.731,21000
"2633","L2875",679.35,107.9,3635.593,3750
"2634","L2876",145.15,642.1,20934.54,21000
"2635","L2877",145.45,641.8,20924.825,21000
"2636","L2878",189.15,598.1,19509.692,19750
"2637","L2879",143.55,643.7,20986.352,21000
"2638","L2880",146.95,640.3,20876.25,21000
"2639","L2881",217.85,569.4,18580.303,18750
"2640","L2882",679.45,107.8,3632.355,3750
"2641","L2883",638.5,148.75,4958.435,5000
"2642","L2884",714.6,72.65,2494.096,2500
"2643","L2885",189.45,597.8,19499.977,19500
"2644","L2886",715,72.25,2481.143,2500
"2645","L2887",146.95,640.3,20876.25,21000
"2646","L2888",714.6,72.65,2494.096,2500
"2647","L2889",145.05,642.2,20937.778,21000
"2648","L2890",219.05,568.2,18541.443,18750
"2649","L2892",192.65,594.6,19396.352,19500
"2650","L2893",143.35,643.9,20992.829,21000
"2651","L2894",716.4,70.85,2435.807,2500
"2652","L2895",714.6,72.65,2494.096,2500
"2653","L2896",637.6,149.65,4987.58,5000
"2654","L2897",192.25,595,19409.305,19500
"2655","L2898",631.9,155.35,5172.162,5250
"2656","L2899",148.95,638.3,20811.485,21000
"2657","L2900",627.4,159.85,5317.885,5500
"2658","L2901",148.75,638.5,20817.961,21000
"2659","L2902",147.95,639.3,20843.867,21000
"2660","L2903",717.5,69.75,2400.186,2500
"2661","L2904",627.6,159.65,5311.409,5500
"2662","L2905",679.95,107.3,3616.164,3750
"2663","L2906",638,149.25,4974.626,5000
"2664","L2907",220.65,566.6,18489.63,18500
"2665","L2908",146.65,640.6,20885.965,21000
"2666","L2909",146.65,640.6,20885.965,21000
"2667","L2910",146.75,640.5,20882.727,21000
"2668","L2911",637.2,150.05,5000.533,5250
"2669","L2912",714.3,72.95,2503.811,2750
"2670","L2913",145.95,641.3,20908.633,21000
"2671","L2914",637.8,149.45,4981.103,5000
"2672","L2915",637.7,149.55,4984.341,5000
"2673","L2916",222.75,564.5,18421.626,18500
"2674","L2917",679.85,107.4,3619.402,3750
"2675","L2918",628.6,158.65,5279.026,5500
"2676","L2919",146.75,640.5,20882.727,21000
"2677","L2920",149.25,638,20801.77,21000
"2678","L2921",149.85,637.4,20782.34,21000
"2679","L2922",150.55,636.7,20759.672,21000
"2680","L2923",639.25,148,4934.148,5000
"2681","L2924",194.95,592.3,19321.871,19500
"2682","L2925",148.55,638.7,20824.438,21000
"2683","L2926",153.05,634.2,20678.715,20750
"2684","L2927",150.05,637.2,20775.863,21000
"2685","L2928",640.05,147.2,4908.241,5000
"2686","L2929",149.65,637.6,20788.817,21000
"2687","L2930",629.8,157.45,5240.166,5250
"2688","L2931",152.15,635.1,20707.859,20750
"2689","L2932",630,157.25,5233.69,5250
"2690","L2933",228.25,559,18243.52,18250
"2691","L2934",150.25,637,20769.387,21000
"2692","L2935",150.05,637.2,20775.863,21000
"2693","L2936",630.1,157.15,5230.451,5250
"2694","L2937",150.75,636.5,20753.195,21000
"2695","L2938",149.75,637.5,20785.578,21000
"2696","L2939",231.45,555.8,18139.895,18250
"2697","L2940",639.85,147.4,4914.718,5000
"2698","L2942",723.9,63.35,2192.935,2250
"2699","L2943",680.35,106.9,3603.211,3750
"2700","L2944",680.85,106.4,3587.019,3750
"2701","L2945",148.15,639.1,20837.391,21000
"2702","L2946",149.75,637.5,20785.578,21000
"2703","L2947",639.85,147.4,4914.718,5000
"2704","L2948",631.7,155.55,5178.639,5250
"2705","L2949",722.7,64.55,2231.795,2250
"2706","L2950",681.45,105.8,3567.589,3750
"2707","L2951",639.45,147.8,4927.671,5000
"2708","L2952",232.95,554.3,18091.321,18250
"2709","L2953",199.35,587.9,19179.386,19250
"2710","L2954",720.1,67.15,2315.99,2500
"2711","L2955",148.05,639.2,20840.629,21000
"2712","L2956",148.65,638.6,20821.199,21000
"2713","L2957",153.55,633.7,20662.523,20750
"2714","L2958",681.35,105.9,3570.828,3750
"2715","L2959",724.7,62.55,2167.029,2250
"2716","L2960",681.35,105.9,3570.828,3750
"2717","L2961",724,63.25,2189.697,2250
"2718","L2962",231.85,555.4,18126.942,18250
"2719","L2963",151.75,635.5,20720.812,20750
"2720","L2964",149.85,637.4,20782.34,21000
"2721","L2965",186.95,600.3,19580.934,19750
"2722","L2966",149.85,637.4,20782.34,21000
"2723","L2967",149.85,637.4,20782.34,21000
"2724","L2968",641.25,146,4869.382,5000
"2725","L2969",640.95,146.3,4879.097,5000
"2726","L2970",680.55,106.7,3596.734,3750
"2727","L2971",633.3,153.95,5126.826,5250
"2728","L2972",641.45,145.8,4862.905,5000
"2729","L2973",194.55,592.7,19334.824,19500
"2730","L2974",633.6,153.65,5117.111,5250
"2731","L2975",149.35,637.9,20798.531,21000
"2732","L2976",150.95,636.3,20746.719,20750
"2733","L2977",232.95,554.3,18091.321,18250
"2734","L2978",152.05,635.2,20711.098,20750
"2735","L2979",152.35,634.9,20701.383,20750
"2736","L2980",152.95,634.3,20681.953,20750
"2737","L2981",720.8,66.45,2293.322,2500
"2738","L2982",641.25,146,4869.382,5000
"2739","L2983",720.9,66.35,2290.084,2500
"2740","L2984",681.35,105.9,3570.828,3750
"2741","L2985",681.55,105.7,3564.351,3750
"2742","L2986",721.1,66.15,2283.607,2500
"2743","L2987",641.85,145.4,4849.952,5000
"2744","L2988",156.75,630.5,20558.898,20750
"2745","L2989",641.45,145.8,4862.905,5000
"2746","L2990",723.3,63.95,2212.365,2250
"2747","L2991",681.25,106,3574.066,3750
"2748","L2992",633,154.25,5136.541,5250
"2749","L2993",632.8,154.45,5143.017,5250
"2750","L2994",154.75,632.5,20623.664,20750
"2751","L2996",661.2,126.05,4223.343,4250
"2752","L2997",231.55,555.7,18136.657,18250
"2753","L2998",722.4,64.85,2241.509,2250
"2754","L2999",663,124.25,4165.054,4250
"2755","L3000",641.95,145.3,4846.714,5000
"2756","L3001",680.85,106.4,3587.019,3750
"2757","L3002",632.5,154.75,5152.732,5250
"2758","L3003",234.95,552.3,18026.555,18250
"2759","L3004",723.1,64.15,2218.841,2250
"2760","L3005",723.1,64.15,2218.841,2250
"2761","L3006",663.9,123.35,4135.909,4250
"2762","L3007",241.35,545.9,17819.304,18000
"2763","L3008",633.1,154.15,5133.303,5250
"2764","L3009",642.55,144.7,4827.284,5000
"2765","L3010",664.8,122.45,4106.765,4250
"2766","L3011",681.15,106.1,3577.304,3750
"2767","L3012",723.8,63.45,2196.173,2250
"2768","L3013",238.55,548.7,17909.977,18000
"2769","L3014",202.8,584.45,19067.665,19250
"2770","L3015",155.35,631.9,20604.234,20750
"2771","L3016",723.2,64.05,2215.603,2250
"2772","L3017",723.4,63.85,2209.127,2250
"2773","L3018",723.6,63.65,2202.65,2250
"2774","L3019",681.45,105.8,3567.589,3750
"2775","L3020",641.45,145.8,4862.905,5000
"2776","L3021",155.85,631.4,20588.043,20750
"2777","L3022",156.05,631.2,20581.566,20750
"2778","L3023",638.7,148.55,4951.958,5000
"2779","L3024",681.55,105.7,3564.351,3750
"2780","L3025",155.35,631.9,20604.234,20750
"2781","L3026",643.65,143.6,4791.663,5000
"2782","L3027",681.65,105.6,3561.113,3750
"2783","L3028",241.75,545.5,17806.351,18000
"2784","L3029",241.85,545.4,17803.113,18000
"2785","L3030",675.25,112,3768.363,4000
"2786","L3031",238.75,548.5,17903.5,18000
"2787","L3032",157.25,630,20542.706,20750
"2788","L3033",724.2,63.05,2183.22,2250
"2789","L3034",725.3,61.95,2147.599,2250
"2790","L3035",242.05,545.2,17796.636,18000
"2791","L3036",661.4,125.85,4216.866,4250
"2792","L3037",725.2,62.05,2150.837,2250
"2793","L3038",241.05,546.2,17829.019,18000
"2794","L3039",642.65,144.6,4824.046,5000
"2795","L3040",157.15,630.1,20545.945,20750
"2796","L3041",681.85,105.4,3554.636,3750
"2797","L3042",157.35,629.9,20539.468,20750
"2798","L3043",726.7,60.55,2102.263,2250
"2799","L3044",724.7,62.55,2167.029,2250
"2800","L3045",724.3,62.95,2179.982,2250
"2801","L3046",644.15,143.1,4775.472,5000
"2802","L3047",157.45,629.8,20536.23,20750
"2803","L3049",643.45,143.8,4798.14,5000
"2804","L3050",157.95,629.3,20520.038,20750
"2805","L3051",643.55,143.7,4794.901,5000
"2806","L3052",239.85,547.4,17867.879,18000
"2807","L3053",157.95,629.3,20520.038,20750
"2808","L3054",642.45,144.8,4830.522,5000
"2809","L3055",681.95,105.3,3551.398,3750
"2810","L3056",682.15,105.1,3544.921,3750
"2811","L3057",158.35,628.9,20507.085,20750
"2812","L3058",237.45,549.8,17945.598,18000
"2813","L3059",157.05,630.2,20549.183,20750
"2814","L3060",643.55,143.7,4794.901,5000
"2815","L3061",238.85,548.4,17900.262,18000
"2816","L3062",642.45,144.8,4830.522,5000
"2817","L3063",681.95,105.3,3551.398,3750
"2818","L3064",157.35,629.9,20539.468,20750
"2819","L3065",236.25,551,17984.457,18000
"2820","L3066",158.25,629,20510.324,20750
"2821","L3067",239.25,548,17887.309,18000
"2822","L3068",682.25,105,3541.683,3750
"2823","L3069",730.3,56.95,1985.685,2000
"2824","L3070",681.95,105.3,3551.398,3750
"2825","L3071",242.5,544.75,17782.064,18000
